[     297ms] [LOG] %c欢迎使用CesiumTdt插件，%c该插件由Jason提供，%c目前支持1.120版本 color: green; font-size: 16px; font-weight: bold; color: blue; font-size: 14px; font-style: italic; color: red; font-size: 14px; font-weight: bold; @ http://localhost:8080/lib/cesiumTdt.js:0
[ 1683447ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 517 Y: 255 Level: 9. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1683448ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2068 Y: 1018 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1683449ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1034 Y: 510 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1683454ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1036 Y: 509 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1683463ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2073 Y: 1020 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1683464ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2073 Y: 1019 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1683473ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1036 Y: 510 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1683475ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1034 Y: 509 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697898ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2070 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697899ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2069 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
